request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_213,3362.4,affordable_now,not_recommended,none,2026-01-07,none,Balance on 2026-01-07 is 12051.94 USD; minimum to keep is 2100.00; requested 3362.40.
request_214,69750.0,affordable_now,not_recommended,none,2024-12-04,none,Balance on 2024-12-04 is 292180.00 INR; minimum to keep is 174900.00; requested 69750.00.
request_215,29986.0,affordable_now,not_recommended,none,2025-05-06,none,Balance on 2025-05-06 is 93951.16 ZAR; minimum to keep is 15700.00; requested 29986.00.
request_216,1166.8,not_affordable,not_recommended,none,,none,Balance on 2026-07-03 is 2966.80 USD; minimum to keep is 1800.00; requested 3332.40.
request_217,31601.97,not_affordable,not_recommended,none,,none,Balance on 2024-03-05 is 58401.97 ZAR; minimum to keep is 26800.00; requested 37180.00.
request_218,37942414.8,not_affordable,not_recommended,none,,none,Balance on 2025-08-07 is 72419614.80 IDR; minimum to keep is 34477200.00; requested 61142000.00.
request_219,1673.1,affordable_now,not_recommended,none,2026-04-04,none,Balance on 2026-04-04 is 2815.51 EUR; minimum to keep is 1100.00; requested 1673.10.
request_220,387.32,not_affordable,not_recommended,none,,none,Balance on 2024-06-06 is 1487.32 EUR; minimum to keep is 1100.00; requested 3118.50.
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.0,2025-11-03,none,Balance on 2025-11-03 is 268305.00 INR; minimum to keep is 81500.00; requested 109800.00.
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,Balance on 2026-01-05 is 118101.70 ZAR; minimum to keep is 27300.00; requested 34078.00.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Balance on 2024-09-07 is 2255.51 EUR; minimum to keep is 800.00; requested 898.70.
request_224,10327000.0,affordable_now,not_recommended,none,2025-02-04,none,Balance on 2025-02-04 is 49969400.00 IDR; minimum to keep is 22187600.00; requested 10327000.00.
request_225,18120459.6,not_affordable,not_recommended,none,,none,Balance on 2026-07-06 is 35791159.60 IDR; minimum to keep is 17670700.00; requested 22059000.00.
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,Balance on 2024-12-03 is 581180.00 INR; minimum to keep is 209400.00; requested 157000.00.
request_227,42755.0,not_affordable,not_recommended,none,,none,Balance on 2025-05-05 is 105655.00 INR; minimum to keep is 62900.00; requested 259700.00.
request_228,10557350.0,not_affordable,not_recommended,none,,none,Balance on 2026-04-07 is 36748550.00 IDR; minimum to keep is 26191200.00; requested 63327000.00.
request_229,800.52,not_affordable,not_recommended,none,,none,Balance on 2024-03-04 is 1800.52 EUR; minimum to keep is 1000.00; requested 1526.80.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Balance on 2025-08-06 is 8676.76 EUR; minimum to keep is 2000.00; requested 3537.60.
request_231,35706.0,affordable_now,not_recommended,none,2026-01-03,none,Balance on 2026-01-03 is 84590.59 ZAR; minimum to keep is 24300.00; requested 35706.00.
request_232,1869.4,not_affordable,not_recommended,none,,none,Balance on 2024-06-05 is 4269.40 EUR; minimum to keep is 2400.00; requested 1970.10.
request_233,6241000.0,affordable_now,not_recommended,none,2025-11-07,none,Balance on 2025-11-07 is 19341300.00 IDR; minimum to keep is 10365700.00; requested 6241000.00.
request_234,574.25,not_affordable,not_recommended,none,,none,Balance on 2026-07-04 is 1274.25 EUR; minimum to keep is 700.00; requested 1213.30.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Balance on 2024-09-06 is 2086.28 USD; minimum to keep is 700.00; requested 967.20.
request_236,14404850.0,not_affordable,not_recommended,none,,none,Balance on 2025-02-03 is 31173450.00 IDR; minimum to keep is 16768600.00; requested 52383000.00.
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,Balance on 2026-04-05 is 100824550.00 IDR; minimum to keep is 22431500.00; requested 23826000.00.
request_238,663.6,affordable_now,not_recommended,none,2024-12-07,none,Balance on 2024-12-07 is 1882.07 USD; minimum to keep is 700.00; requested 663.60.
request_239,642.0,affordable_now,full_payment,2025-05-04:642.0,2025-05-04,none,Balance on 2025-05-04 is 1988.90 USD; minimum to keep is 600.00; requested 642.00.
request_240,39920.0,not_affordable,not_recommended,none,,none,Balance on 2026-01-06 is 92720.00 INR; minimum to keep is 52800.00; requested 101200.00.
request_241,21052000.0,affordable_now,not_recommended,none,2024-03-03,none,Balance on 2024-03-03 is 90172322.14 IDR; minimum to keep is 19252000.00; requested 21052000.00.
request_242,437.4,not_affordable,not_recommended,none,,none,Balance on 2025-08-05 is 1037.40 EUR; minimum to keep is 600.00; requested 1966.80.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,Balance on 2026-07-07 is 47470.40 ZAR; minimum to keep is 19900.00; requested 17468.00.
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,Balance on 2024-06-04 is 126279.20 ZAR; minimum to keep is 45900.00; requested 49918.00.
request_245,65760.0,not_affordable,not_recommended,none,,none,Balance on 2025-11-06 is 160360.00 INR; minimum to keep is 94600.00; requested 128500.00.
request_246,64086.0,affordable_now,not_recommended,none,2026-04-03,none,Balance on 2026-04-03 is 201692.06 ZAR; minimum to keep is 39300.00; requested 64086.00.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Balance on 2024-09-05 is 2819.20 EUR; minimum to keep is 1300.00; requested 1059.30.
request_248,1507.36,not_affordable,not_recommended,none,,none,Balance on 2025-02-07 is 2807.36 USD; minimum to keep is 1300.00; requested 1965.60.
request_249,342.4,not_affordable,not_recommended,none,,none,Balance on 2026-01-04 is 942.40 USD; minimum to keep is 600.00; requested 643.20.
request_250,28820.0,not_affordable,not_recommended,none,,none,Balance on 2024-12-06 is 64120.00 ZAR; minimum to keep is 35300.00; requested 124278.00.
request_251,1513.6,affordable_now,not_recommended,none,2025-05-03,none,Balance on 2025-05-03 is 4648.55 EUR; minimum to keep is 1300.00; requested 1513.60.
request_252,10098500.0,not_affordable,not_recommended,none,,none,Balance on 2026-07-05 is 25250700.00 IDR; minimum to keep is 15152200.00; requested 28082000.00.
request_253,2335.57,not_affordable,not_recommended,none,,none,Balance on 2024-03-07 is 4635.57 EUR; minimum to keep is 2300.00; requested 2840.20.
request_254,1759.6,not_affordable,not_recommended,none,,none,Balance on 2025-08-04 is 4259.60 USD; minimum to keep is 2500.00; requested 3535.20.
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,Balance on 2026-04-06 is 38518150.00 IDR; minimum to keep is 9813900.00; requested 3345000.00.
request_256,218700.0,affordable_now,not_recommended,none,2024-06-03,none,Balance on 2024-06-03 is 394983.28 INR; minimum to keep is 168600.00; requested 218700.00.
request_257,1085.2,not_affordable,not_recommended,none,,none,Balance on 2025-11-05 is 2685.20 USD; minimum to keep is 1600.00; requested 1352.40.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Balance on 2026-01-07 is 2603.68 USD; minimum to keep is 500.00; requested 1113.60.
request_259,669.3,not_affordable,not_recommended,none,,none,Balance on 2024-09-04 is 1269.30 EUR; minimum to keep is 600.00; requested 935.00.
request_260,15059400.0,not_affordable,not_recommended,none,,none,Balance on 2025-02-06 is 35787100.00 IDR; minimum to keep is 20727700.00; requested 52079000.00.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Balance on 2026-07-03 is 4718.96 EUR; minimum to keep is 1500.00; requested 1830.40.
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.0,2024-12-05,none,Balance on 2024-12-05 is 88406100.00 IDR; minimum to keep is 31018500.00; requested 9236000.00.
request_263,14718.0,not_affordable,not_recommended,none,,none,Balance on 2025-05-07 is 38818.00 ZAR; minimum to keep is 24100.00; requested 51546.00.
request_264,44875.0,not_affordable,not_recommended,none,,none,Balance on 2026-04-04 is 104375.00 INR; minimum to keep is 59500.00; requested 111300.00.
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,Balance on 2024-03-06 is 786105.00 INR; minimum to keep is 189700.00; requested 45970.00.
request_266,935.0,affordable_now,not_recommended,none,2025-08-03,none,Balance on 2025-08-03 is 2354.92 EUR; minimum to keep is 900.00; requested 935.00.
request_267,1925.0,affordable_now,not_recommended,none,2026-01-05,none,Balance on 2026-01-05 is 3648.98 EUR; minimum to keep is 1500.00; requested 1925.00.
request_268,1512.52,not_affordable,not_recommended,none,,none,Balance on 2024-06-07 is 2912.52 EUR; minimum to keep is 1400.00; requested 2426.60.
request_269,15490.0,affordable_now,full_payment,2025-11-04:15490.0,2025-11-04,none,Balance on 2025-11-04 is 45307.90 ZAR; minimum to keep is 23100.00; requested 15490.00.
request_270,535.4,not_affordable,not_recommended,none,,none,Balance on 2026-07-06 is 1935.40 USD; minimum to keep is 1400.00; requested 3028.80.
request_271,84760.0,not_affordable,not_recommended,none,,none,Balance on 2024-09-03 is 142960.00 INR; minimum to keep is 58200.00; requested 91300.00.
request_272,8815924.0,not_affordable,not_recommended,none,,none,Balance on 2025-02-05 is 16324524.00 IDR; minimum to keep is 7508600.00; requested 13585000.00.
request_273,13372200.0,not_affordable,not_recommended,none,,none,Balance on 2026-04-07 is 32146800.00 IDR; minimum to keep is 18774600.00; requested 15861000.00.
request_274,2713.7,affordable_now,not_recommended,none,2024-12-04,none,Balance on 2024-12-04 is 4847.31 EUR; minimum to keep is 1800.00; requested 2713.70.
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.0,2025-05-06,none,Balance on 2025-05-06 is 37206450.00 IDR; minimum to keep is 12760100.00; requested 15884000.00.
